relation_id,source_node_id,source_node_type,source_source_id,target_node_id,target_node_type,target_source_id,relation_type,description,target_citation,target_resolution,source_reference,candidate_confidence,review_status,reviewer_id
REL_01588,SHL_SONGBEN_0280,clause,SHSRC0033,CR_ZHUJIE_0260,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1302,citation_to_node_unique,{},1.0,pending,
REL_01589,SHL_SONGBEN_0281,clause,SHSRC0033,CR_ZHUJIE_0261,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1304,citation_to_node_unique,{},1.0,pending,
REL_01590,SHL_SONGBEN_0282,clause,SHSRC0033,CR_ZHUJIE_0262,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1306,citation_to_node_unique,{},1.0,pending,
REL_01591,SHL_SONGBEN_0283,clause,SHSRC0033,CR_ZHUJIE_0263,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1308,citation_to_node_unique,{},0.92,pending,
REL_01592,SHL_SONGBEN_0284,clause,SHSRC0033,CR_ZHUJIE_0264,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1310,citation_to_node_unique,{},0.92,pending,
REL_01593,SHL_SONGBEN_0285,clause,SHSRC0033,CR_ZHUJIE_0265,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.86）。,註解傷寒論:p1312,citation_to_node_unique,{},0.857,pending,
REL_01594,SHL_SONGBEN_0286,clause,SHSRC0033,CR_ZHUJIE_0266,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1314,citation_to_node_unique,{},0.917,pending,
REL_01595,SHL_SONGBEN_0287,clause,SHSRC0033,CR_ZHUJIE_0267,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1316,citation_to_node_unique,{},1.0,pending,
REL_01596,SHL_SONGBEN_0288,clause,SHSRC0033,CR_ZHUJIE_0268,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.89）。,註解傷寒論:p1318,citation_to_node_unique,{},0.895,pending,
REL_01597,SHL_SONGBEN_0289,clause,SHSRC0033,CR_ZHUJIE_0269,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.88）。,註解傷寒論:p1320,citation_to_node_unique,{},0.875,pending,
REL_01598,SHL_SONGBEN_0290,clause,SHSRC0033,CR_ZHUJIE_0270,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1322,citation_to_node_unique,{},1.0,pending,
REL_01599,SHL_SONGBEN_0291,clause,SHSRC0033,CR_ZHUJIE_0271,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1324,citation_to_node_unique,{},1.0,pending,
REL_01600,SHL_SONGBEN_0292,clause,SHSRC0033,CR_ZHUJIE_0272,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1326,citation_to_node_unique,{},1.0,pending,
REL_01601,SHL_SONGBEN_0293,clause,SHSRC0033,CR_ZHUJIE_0273,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1328,citation_to_node_unique,{},1.0,pending,
REL_01602,SHL_SONGBEN_0294,clause,SHSRC0033,CR_ZHUJIE_0274,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.84）。,註解傷寒論:p1330,citation_to_node_unique,{},0.844,pending,
REL_01603,SHL_SONGBEN_0295,clause,SHSRC0033,CR_ZHUJIE_0275,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.87）。,註解傷寒論:p1333,citation_to_node_unique,{},0.867,pending,
REL_01604,SHL_SONGBEN_0296,clause,SHSRC0033,CR_ZHUJIE_0276,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1335,citation_to_node_unique,{},1.0,pending,
REL_01605,SHL_SONGBEN_0297,clause,SHSRC0033,CR_ZHUJIE_0277,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1337,citation_to_node_unique,{},1.0,pending,
REL_01606,SHL_SONGBEN_0298,clause,SHSRC0033,CR_ZHUJIE_0278,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.89）。,註解傷寒論:p1339,citation_to_node_unique,{},0.889,pending,
REL_01607,SHL_SONGBEN_0299,clause,SHSRC0033,CR_ZHUJIE_0279,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1341,citation_to_node_unique,{},1.0,pending,
REL_01608,SHL_SONGBEN_0300,clause,SHSRC0033,CR_ZHUJIE_0280,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1343,citation_to_node_unique,{},1.0,pending,
REL_01609,SHL_SONGBEN_0301,clause,SHSRC0033,CR_ZHUJIE_0281,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.85）。,註解傷寒論:p1345,citation_to_node_unique,{},0.85,pending,
REL_01610,SHL_SONGBEN_0302,clause,SHSRC0033,CR_ZHUJIE_0282,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.86）。,註解傷寒論:p1350,citation_to_node_unique,{},0.863,pending,
REL_01611,SHL_SONGBEN_0303,clause,SHSRC0033,CR_ZHUJIE_0283,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1355,citation_to_node_unique,{},1.0,pending,
REL_01612,SHL_SONGBEN_0304,clause,SHSRC0033,CR_ZHUJIE_0284,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1361,citation_to_node_unique,{},1.0,pending,
REL_01613,SHL_SONGBEN_0305,clause,SHSRC0033,CR_ZHUJIE_0285,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1369,citation_to_node_unique,{},1.0,pending,
REL_01614,SHL_SONGBEN_0306,clause,SHSRC0033,CR_ZHUJIE_0286,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1371,citation_to_node_unique,{},1.0,pending,
REL_01615,SHL_SONGBEN_0307,clause,SHSRC0033,CR_ZHUJIE_0287,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1376,citation_to_node_unique,{},1.0,pending,
REL_01616,SHL_SONGBEN_0308,clause,SHSRC0033,CR_ZHUJIE_0288,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.80）。,註解傷寒論:p1378,citation_to_node_unique,{},0.8,pending,
REL_01617,SHL_SONGBEN_0309,clause,SHSRC0033,CR_ZHUJIE_0289,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.89）。,註解傷寒論:p1380,citation_to_node_unique,{},0.895,pending,
REL_01618,SHL_SONGBEN_0310,clause,SHSRC0033,CR_ZHUJIE_0290,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.77）。,註解傷寒論:p1382,citation_to_node_unique,{},0.774,pending,
REL_01619,SHL_SONGBEN_0311,clause,SHSRC0033,CR_ZHUJIE_0291,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.90）。,註解傷寒論:p1388,citation_to_node_unique,{},0.9,pending,
REL_01620,SHL_SONGBEN_0312,clause,SHSRC0033,CR_ZHUJIE_0292,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1395,citation_to_node_unique,{},1.0,pending,
REL_01621,SHL_SONGBEN_0313,clause,SHSRC0033,CR_ZHUJIE_0293,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1400,citation_to_node_unique,{},1.0,pending,
REL_01622,SHL_SONGBEN_0314,clause,SHSRC0033,CR_ZHUJIE_0294,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1405,citation_to_node_unique,{},1.0,pending,
REL_01623,SHL_SONGBEN_0315,clause,SHSRC0033,CR_ZHUJIE_0295,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1410,citation_to_node_unique,{},1.0,pending,
REL_01624,SHL_SONGBEN_0316,clause,SHSRC0033,CR_ZHUJIE_0296,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.96）。,註解傷寒論:p1415,citation_to_node_unique,{},0.958,pending,
REL_01625,SHL_SONGBEN_0318,clause,SHSRC0033,CR_ZHUJIE_0297,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.93）。,註解傷寒論:p1445,citation_to_node_unique,{},0.931,pending,
REL_01626,SHL_SONGBEN_0319,clause,SHSRC0033,CR_ZHUJIE_0298,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.91）。,註解傷寒論:p1462,citation_to_node_unique,{},0.909,pending,
REL_01627,SHL_SONGBEN_0321,clause,SHSRC0033,CR_ZHUJIE_0299,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1465,citation_to_node_unique,{},0.92,pending,
REL_01628,SHL_SONGBEN_0322,clause,SHSRC0033,CR_ZHUJIE_0300,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1467,citation_to_node_unique,{},1.0,pending,
REL_01629,SHL_SONGBEN_0323,clause,SHSRC0033,CR_ZHUJIE_0301,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1469,citation_to_node_unique,{},1.0,pending,
REL_01630,SHL_SONGBEN_0324,clause,SHSRC0033,CR_ZHUJIE_0302,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.97）。,註解傷寒論:p1471,citation_to_node_unique,{},0.974,pending,
REL_01631,SHL_SONGBEN_0325,clause,SHSRC0033,CR_ZHUJIE_0303,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1473,citation_to_node_unique,{},0.917,pending,
REL_01632,SHL_SONGBEN_0326,clause,SHSRC0033,CR_ZHUJIE_0304,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.93）。,註解傷寒論:p1475,citation_to_node_unique,{},0.929,pending,
REL_01633,SHL_SONGBEN_0327,clause,SHSRC0033,CR_ZHUJIE_0305,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1478,citation_to_node_unique,{},1.0,pending,
REL_01634,SHL_SONGBEN_0328,clause,SHSRC0033,CR_ZHUJIE_0306,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.80）。,註解傷寒論:p1480,citation_to_node_unique,{},0.8,pending,
REL_01635,SHL_SONGBEN_0329,clause,SHSRC0033,CR_ZHUJIE_0307,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1482,citation_to_node_unique,{},1.0,pending,
REL_01636,SHL_SONGBEN_0330,clause,SHSRC0033,CR_ZHUJIE_0308,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1484,citation_to_node_unique,{},1.0,pending,
REL_01637,SHL_SONGBEN_0331,clause,SHSRC0033,CR_ZHUJIE_0309,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1487,citation_to_node_unique,{},1.0,pending,
REL_01638,SHL_SONGBEN_0332,clause,SHSRC0033,CR_ZHUJIE_0310,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.98）。,註解傷寒論:p1489,citation_to_node_unique,{},0.981,pending,
REL_01639,SHL_SONGBEN_0333,clause,SHSRC0033,CR_ZHUJIE_0311,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1491,citation_to_node_unique,{},1.0,pending,
REL_01640,SHL_SONGBEN_0335,clause,SHSRC0033,CR_ZHUJIE_0312,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.96）。,註解傷寒論:p1495,citation_to_node_unique,{},0.965,pending,
REL_01641,SHL_SONGBEN_0336,clause,SHSRC0033,CR_ZHUJIE_0313,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1497,citation_to_node_unique,{},1.0,pending,
REL_01642,SHL_SONGBEN_0337,clause,SHSRC0033,CR_ZHUJIE_0314,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1499,citation_to_node_unique,{},0.923,pending,
REL_01643,SHL_SONGBEN_0338,clause,SHSRC0033,CR_ZHUJIE_0315,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.61）。,註解傷寒論:p1502,citation_to_node_unique,{},0.612,pending,
REL_01644,SHL_SONGBEN_0339,clause,SHSRC0033,CR_ZHUJIE_0316,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.83）。,註解傷寒論:p1509,citation_to_node_unique,{},0.833,pending,
REL_01645,SHL_SONGBEN_0340,clause,SHSRC0033,CR_ZHUJIE_0317,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1511,citation_to_node_unique,{},1.0,pending,
REL_01646,SHL_SONGBEN_0341,clause,SHSRC0033,CR_ZHUJIE_0318,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1513,citation_to_node_unique,{},0.921,pending,
REL_01647,SHL_SONGBEN_0342,clause,SHSRC0033,CR_ZHUJIE_0319,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1516,citation_to_node_unique,{},1.0,pending,
REL_01648,SHL_SONGBEN_0343,clause,SHSRC0033,CR_ZHUJIE_0320,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1518,citation_to_node_unique,{},1.0,pending,
REL_01649,SHL_SONGBEN_0345,clause,SHSRC0033,CR_ZHUJIE_0321,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1522,citation_to_node_unique,{},1.0,pending,
REL_01650,SHL_SONGBEN_0346,clause,SHSRC0033,CR_ZHUJIE_0322,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1524,citation_to_node_unique,{},1.0,pending,
REL_01651,SHL_SONGBEN_0347,clause,SHSRC0033,CR_ZHUJIE_0323,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.94）。,註解傷寒論:p1526,citation_to_node_unique,{},0.936,pending,
REL_01652,SHL_SONGBEN_0348,clause,SHSRC0033,CR_ZHUJIE_0324,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1528,citation_to_node_unique,{},1.0,pending,
REL_01653,SHL_SONGBEN_0349,clause,SHSRC0033,CR_ZHUJIE_0325,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.86）。,註解傷寒論:p1530,citation_to_node_unique,{},0.857,pending,
REL_01654,SHL_SONGBEN_0350,clause,SHSRC0033,CR_ZHUJIE_0326,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.76）。,註解傷寒論:p1532,citation_to_node_unique,{},0.759,pending,
REL_01655,SHL_SONGBEN_0351,clause,SHSRC0033,CR_ZHUJIE_0327,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1534,citation_to_node_unique,{},1.0,pending,
REL_01656,SHL_SONGBEN_0352,clause,SHSRC0033,CR_ZHUJIE_0328,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.95）。,註解傷寒論:p1540,citation_to_node_unique,{},0.95,pending,
REL_01657,SHL_SONGBEN_0353,clause,SHSRC0033,CR_ZHUJIE_0329,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1542,citation_to_node_unique,{},1.0,pending,
REL_01658,SHL_SONGBEN_0354,clause,SHSRC0033,CR_ZHUJIE_0330,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1544,citation_to_node_unique,{},1.0,pending,
REL_01659,SHL_SONGBEN_0355,clause,SHSRC0033,CR_ZHUJIE_0331,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.88）。,註解傷寒論:p1546,citation_to_node_unique,{},0.882,pending,
REL_01660,SHL_SONGBEN_0356,clause,SHSRC0033,CR_ZHUJIE_0332,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.95）。,註解傷寒論:p1548,citation_to_node_unique,{},0.952,pending,
REL_01661,SHL_SONGBEN_0357,clause,SHSRC0033,CR_ZHUJIE_0333,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.84）。,註解傷寒論:p1550,citation_to_node_unique,{},0.835,pending,
REL_01662,SHL_SONGBEN_0359,clause,SHSRC0033,CR_ZHUJIE_0334,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.94）。,註解傷寒論:p1559,citation_to_node_unique,{},0.938,pending,
REL_01663,SHL_SONGBEN_0360,clause,SHSRC0033,CR_ZHUJIE_0335,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1564,citation_to_node_unique,{},1.0,pending,
REL_01664,SHL_SONGBEN_0361,clause,SHSRC0033,CR_ZHUJIE_0336,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1566,citation_to_node_unique,{},1.0,pending,
REL_01665,SHL_SONGBEN_0362,clause,SHSRC0033,CR_ZHUJIE_0337,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.82）。,註解傷寒論:p1568,citation_to_node_unique,{},0.824,pending,
REL_01666,SHL_SONGBEN_0363,clause,SHSRC0033,CR_ZHUJIE_0338,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.87）。,註解傷寒論:p1572,citation_to_node_unique,{},0.867,pending,
REL_01667,SHL_SONGBEN_0364,clause,SHSRC0033,CR_ZHUJIE_0339,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1575,citation_to_node_unique,{},1.0,pending,
REL_01668,SHL_SONGBEN_0365,clause,SHSRC0033,CR_ZHUJIE_0340,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1577,citation_to_node_unique,{},1.0,pending,
REL_01669,SHL_SONGBEN_0366,clause,SHSRC0033,CR_ZHUJIE_0341,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.95）。,註解傷寒論:p1579,citation_to_node_unique,{},0.952,pending,
REL_01670,SHL_SONGBEN_0368,clause,SHSRC0033,CR_ZHUJIE_0342,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.93）。,註解傷寒論:p1584,citation_to_node_unique,{},0.927,pending,
REL_01671,SHL_SONGBEN_0369,clause,SHSRC0033,CR_ZHUJIE_0343,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.83）。,註解傷寒論:p1586,citation_to_node_unique,{},0.833,pending,
REL_01672,SHL_SONGBEN_0370,clause,SHSRC0033,CR_ZHUJIE_0344,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.89）。,註解傷寒論:p1588,citation_to_node_unique,{},0.895,pending,
REL_01673,SHL_SONGBEN_0371,clause,SHSRC0033,CR_ZHUJIE_0345,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1590,citation_to_node_unique,{},1.0,pending,
REL_01674,SHL_SONGBEN_0372,clause,SHSRC0033,CR_ZHUJIE_0346,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.79）。,註解傷寒論:p1595,citation_to_node_unique,{},0.786,pending,
REL_01675,SHL_SONGBEN_0373,clause,SHSRC0033,CR_ZHUJIE_0347,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1597,citation_to_node_unique,{},1.0,pending,
REL_01676,SHL_SONGBEN_0374,clause,SHSRC0033,CR_ZHUJIE_0348,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1599,citation_to_node_unique,{},1.0,pending,
REL_01677,SHL_SONGBEN_0375,clause,SHSRC0033,CR_ZHUJIE_0349,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1601,citation_to_node_unique,{},1.0,pending,
REL_01678,SHL_SONGBEN_0376,clause,SHSRC0033,CR_ZHUJIE_0350,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1603,citation_to_node_unique,{},1.0,pending,
REL_01679,SHL_SONGBEN_0377,clause,SHSRC0033,CR_ZHUJIE_0351,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1605,citation_to_node_unique,{},1.0,pending,
REL_01680,SHL_SONGBEN_0378,clause,SHSRC0033,CR_ZHUJIE_0352,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1607,citation_to_node_unique,{},1.0,pending,
REL_01681,SHL_SONGBEN_0379,clause,SHSRC0033,CR_ZHUJIE_0353,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1609,citation_to_node_unique,{},1.0,pending,
REL_01682,SHL_SONGBEN_0380,clause,SHSRC0033,CR_ZHUJIE_0354,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.93）。,註解傷寒論:p1611,citation_to_node_unique,{},0.925,pending,
REL_01683,SHL_SONGBEN_0381,clause,SHSRC0033,CR_ZHUJIE_0355,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.89）。,註解傷寒論:p1613,citation_to_node_unique,{},0.889,pending,
REL_01684,SHL_SONGBEN_0382,clause,SHSRC0033,CR_ZHUJIE_0356,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.81）。,註解傷寒論:p1615,citation_to_node_unique,{},0.812,pending,
REL_01685,SHL_SONGBEN_0383,clause,SHSRC0033,CR_ZHUJIE_0357,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.81）。,註解傷寒論:p1617,citation_to_node_unique,{},0.807,pending,
REL_01686,SHL_SONGBEN_0385,clause,SHSRC0033,CR_ZHUJIE_0358,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1625,citation_to_node_unique,{},1.0,pending,
REL_01687,SHL_SONGBEN_0386,clause,SHSRC0033,CR_ZHUJIE_0359,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1627,citation_to_node_unique,{},1.0,pending,
REL_01688,SHL_SONGBEN_0387,clause,SHSRC0033,CR_ZHUJIE_0360,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1647,citation_to_node_unique,{},1.0,pending,
REL_01689,SHL_SONGBEN_0388,clause,SHSRC0033,CR_ZHUJIE_0361,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1649,citation_to_node_unique,{},1.0,pending,
REL_01690,SHL_SONGBEN_0389,clause,SHSRC0033,CR_ZHUJIE_0362,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1651,citation_to_node_unique,{},1.0,pending,
REL_01691,SHL_SONGBEN_0390,clause,SHSRC0033,CR_ZHUJIE_0363,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1653,citation_to_node_unique,{},1.0,pending,
REL_01692,SHL_SONGBEN_0391,clause,SHSRC0033,CR_ZHUJIE_0364,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度1.00）。,註解傷寒論:p1655,citation_to_node_unique,{},1.0,pending,
REL_01693,SHL_SONGBEN_0392,clause,SHSRC0033,CR_ZHUJIE_0365,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1657,citation_to_node_unique,{},0.925,pending,
REL_01694,SHL_SONGBEN_0394,clause,SHSRC0033,CR_ZHUJIE_0366,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.82）。,註解傷寒論:p1666,citation_to_node_unique,{},0.824,pending,
REL_01695,SHL_SONGBEN_0395,clause,SHSRC0033,CR_ZHUJIE_0367,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.78）。,註解傷寒論:p1668,citation_to_node_unique,{},0.778,pending,
REL_01696,SHL_SONGBEN_0396,clause,SHSRC0033,CR_ZHUJIE_0368,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.81）。,註解傷寒論:p1673,citation_to_node_unique,{},0.809,pending,
REL_01697,SHL_SONGBEN_0397,clause,SHSRC0033,CR_ZHUJIE_0369,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.92）。,註解傷寒論:p1675,citation_to_node_unique,{},0.919,pending,
REL_01698,SHL_SONGBEN_0398,clause,SHSRC0033,CR_ZHUJIE_0370,commentary,SHSRC0055,commentary_support,成無己《註解傷寒論》對本條有注（對齊相似度0.88）。,註解傷寒論:p1681,citation_to_node_unique,{},0.879,pending,
