variant_id,source_id,clause_id,base_version,variant_version,variant_book,base_text,variant_text,similarity,notable_differences,candidate_confidence,candidate_source_level,manual_status,review_status,reviewer_id,source_resolution
VR_GUIBEN_0332,SHSRC0050,SHL_SONGBEN_0348,songben,guiben,傷寒雜病論_桂本,發熱而厥，七日下利者，為難治。,"11.69
傷寒，發熱而厥，七日下利者，為難治。",0.917,"[""傷寒雜病論_桂本獨有用字：\n.169傷寒""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0333,SHSRC0050,SHL_SONGBEN_0349,songben,guiben,傷寒雜病論_桂本,傷寒脈促，手足厥逆，可灸之。,"11.70
傷寒，脈促，手足厥逆，不可灸之。",0.857,"[""傷寒雜病論_桂本獨有用字：\n.017不""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0334,SHSRC0050,SHL_SONGBEN_0350,songben,guiben,傷寒雜病論_桂本,傷寒，脈滑而厥者，裏有熱，白虎湯主之。,"11.71
傷寒，脈滑而厥者，裏有熱也，白虎湯主之。",0.897,"[""傷寒雜病論_桂本獨有用字：\n.17也""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0335,SHSRC0050,SHL_SONGBEN_0353,songben,guiben,傷寒雜病論_桂本,大汗出，熱不去，內拘急，四肢疼，又下利厥逆而惡寒者，四逆湯主之。,"11.73
大汗出，熱不去，內拘急，四肢疼，復下利、厥逆而惡寒者，四逆湯主之。",0.92,"[""宋本獨有用字：又"", ""傷寒雜病論_桂本獨有用字：\n.137、復""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0336,SHSRC0050,SHL_SONGBEN_0354,songben,guiben,傷寒雜病論_桂本,大汗，若大下利而厥冷者，四逆湯主之。,"11.74
大汗，若大下利而厥逆冷者，四逆湯主之。（方見前）",0.812,"[""傷寒雜病論_桂本獨有用字：\n.147前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0337,SHSRC0050,SHL_SONGBEN_0355,songben,guiben,傷寒雜病論_桂本,病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。,"11.75
病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0338,SHSRC0050,SHL_SONGBEN_0356,songben,guiben,傷寒雜病論_桂本,傷寒，厥而心下悸，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。,"11.76
傷寒，厥而心下悸者，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。",0.952,"[""傷寒雜病論_桂本獨有用字：\n.167者""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0339,SHSRC0050,SHL_SONGBEN_0357,songben,guiben,傷寒雜病論_桂本,傷寒六七日，大下後，寸脈沉而遲，手足厥逆，下部脈不至，喉咽不利，唾膿血，泄利不止者，為難治，麻黃升麻湯主之。,"11.77
傷寒六七日，大下後，寸脈沉而遲，手足厥逆，下部脈不至，咽喉不利，唾膿血，泄利不止者，為難治，人參附子湯主之。不差，復以人參乾薑湯與之。",0.729,"[""宋本獨有用字：升麻黃"", ""傷寒雜病論_桂本獨有用字：\n.17乾人以參子差復與薑附""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0340,SHSRC0050,SHL_SONGBEN_0358,songben,guiben,傷寒雜病論_桂本,傷寒四五日，腹中痛，若轉氣下趣少腹者，此欲自利也。,"11.78
傷寒四五日，腹中痛，若轉氣下趨少腹者，此欲自利也。",0.9,"[""宋本獨有用字：趣"", ""傷寒雜病論_桂本獨有用字：\n.178趨""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0341,SHSRC0050,SHL_SONGBEN_0359,songben,guiben,傷寒雜病論_桂本,傷寒本自寒下，醫復吐下之，寒格，更逆吐下，若食入口即吐，乾薑黃芩黃連人參湯主之。,"11.79
傷寒本自寒，下醫復吐下之，寒格，更逆吐下，麻黃升麻湯主之。若食入口即吐，乾薑黃芩黃連人參湯主之。",0.899,"[""傷寒雜病論_桂本獨有用字：\n.179升麻""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0342,SHSRC0050,SHL_SONGBEN_0360,songben,guiben,傷寒雜病論_桂本,下利，有微熱而渴，脈弱者，今自愈。,"11.80
下利，有微熱而渴，脈弱者，令自愈。",0.833,"[""宋本獨有用字：今"", ""傷寒雜病論_桂本獨有用字：\n.018令""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0343,SHSRC0050,SHL_SONGBEN_0362,songben,guiben,傷寒雜病論_桂本,下利，手足厥冷，無脈者，灸之。不溫。若脈不還，反微喘者，死。少陰負趺陽者，為順也。,"11.82
下利，手足厥逆，無脈者，灸之不溫，若脈不還，反微喘者，死。少陰負趺陽者，為順也。",0.933,"[""宋本獨有用字：冷"", ""傷寒雜病論_桂本獨有用字：\n.128逆""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0344,SHSRC0050,SHL_SONGBEN_0363,songben,guiben,傷寒雜病論_桂本,下利，寸脈反浮數，尺中自濇者，必清膿血。,"11.83
下利，寸脈反浮數，尺中自濇者，必圊膿血，柏葉阿膠湯主之。",0.703,"[""宋本獨有用字：清"", ""傷寒雜病論_桂本獨有用字：\n.138主之圊柏湯膠葉阿""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0345,SHSRC0050,SHL_SONGBEN_0364,songben,guiben,傷寒雜病論_桂本,下利清穀，不可攻表，汗出必脹滿。,"11.84
下利清穀，下可攻表；汗出，必脹滿。",0.833,"[""宋本獨有用字：不"", ""傷寒雜病論_桂本獨有用字：\n.148；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0346,SHSRC0050,SHL_SONGBEN_0365,songben,guiben,傷寒雜病論_桂本,下利，脈沉弦者，下重也；脈大者，為未止；脈微弱數者，為欲自止，雖發熱，不死。,"11.85
下利，脈沉弦者，下重也；脈大者，為未止；脈微弱數者，為欲自止，雖發熱，不死。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0347,SHSRC0050,SHL_SONGBEN_0366,songben,guiben,傷寒雜病論_桂本,下利，脈沉而遲，其人面少赤，身有微熱，下利清穀者，必鬱冒汗出而解。病人必微厥。所以然者，其面戴陽，下虛故也。,"11.86
下利，脈沉而遲，其人面少赤，身有微熱，下利清穀者，必鬱冒，汗出而解，病人必微厥，所以然者，其面戴陽下虛故也。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0348,SHSRC0050,SHL_SONGBEN_0367,songben,guiben,傷寒雜病論_桂本,下利，脈數而渴者，今自愈。設不差，必清膿血，以有熱故也。,"11.87
下利，脈數而渴者，令自愈，設不差，必清膿血，以有熱故也。",0.905,"[""宋本獨有用字：今"", ""傷寒雜病論_桂本獨有用字：\n.178令""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0349,SHSRC0050,SHL_SONGBEN_0368,songben,guiben,傷寒雜病論_桂本,下利後脈絕，手足厥冷，晬時脈還，手足溫者生，脈不還者死。,"11.88
下利後，脈絕，手足厥冷，晬時脈還，手足溫者，生；脈不還者，死。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0350,SHSRC0050,SHL_SONGBEN_0369,songben,guiben,傷寒雜病論_桂本,傷寒下利，日十餘行，脈反實者，死。,"11.89
傷寒，下利日十餘行，脈反實者，死。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0351,SHSRC0050,SHL_SONGBEN_0370,songben,guiben,傷寒雜病論_桂本,下利清穀，裏寒外熱，汗出而厥者，通脈四逆湯主之。,"11.90
下利清穀，裏寒外熱，汗出而厥者，通脈四逆湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0352,SHSRC0050,SHL_SONGBEN_0371,songben,guiben,傷寒雜病論_桂本,熱利下重者，白頭翁湯主之。,"11.91
熱利下重者，白頭翁湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0353,SHSRC0050,SHL_SONGBEN_0372,songben,guiben,傷寒雜病論_桂本,下利腹脹滿，身體疼痛者，先溫其裏，乃攻其表。溫裏宜四逆湯，攻表宜桂枝湯。,"11.93
下利，腹脹滿，身體疼痛者，先溫其裏，乃攻其表。溫裏宜四逆湯，攻表宜桂枝湯。（四逆湯方見前）",0.935,"[""傷寒雜病論_桂本獨有用字：\n.139前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0354,SHSRC0050,SHL_SONGBEN_0373,songben,guiben,傷寒雜病論_桂本,下利欲飲水者，以有熱故也，白頭翁湯主之。,"11.94
下利，欲飲水者，以有熱故也，白頭翁湯主之。（方見前）",0.914,"[""傷寒雜病論_桂本獨有用字：\n.149前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0355,SHSRC0050,SHL_SONGBEN_0374,songben,guiben,傷寒雜病論_桂本,下利譫語者，有燥屎也，宜小承氣湯。,"11.95
下利，讝語者，有燥屎也，宜小承氣湯。",0.846,"[""宋本獨有用字：譫"", ""傷寒雜病論_桂本獨有用字：\n.159讝""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0356,SHSRC0050,SHL_SONGBEN_0375,songben,guiben,傷寒雜病論_桂本,下利後，更煩，按之心下濡者，為虛煩也，宜梔子豉湯。,"11.96
下利後，更煩，按之心下濡者，為虛煩也，宜梔子豉湯。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0357,SHSRC0050,SHL_SONGBEN_0376,songben,guiben,傷寒雜病論_桂本,嘔家有癰膿者，不可治嘔，膿盡自愈。,"11.99
嘔家有癰膿者，不可治嘔，膿盡自愈。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0358,SHSRC0050,SHL_SONGBEN_0377,songben,guiben,傷寒雜病論_桂本,嘔而脈弱，小便復利，身有微熱，見厥者難治，四逆湯主之。,"11.103
嘔而脈弱，小便復利，身有微熱，見厥者，難治，四逆湯主之。（方見前）",0.933,"[""傷寒雜病論_桂本獨有用字：\n.013前方（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0359,SHSRC0050,SHL_SONGBEN_0378,songben,guiben,傷寒雜病論_桂本,乾嘔，吐涎沫，頭痛者，吳茱萸湯主之。,"11.101
乾嘔，吐涎沫，頭痛者，吳茱萸湯主之。（方見上）",0.897,"[""傷寒雜病論_桂本獨有用字：\n.01上方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0360,SHSRC0050,SHL_SONGBEN_0379,songben,guiben,傷寒雜病論_桂本,嘔而發熱者，小柴胡湯主之。,"11.102
嘔而發熱者，小柴胡湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0361,SHSRC0050,SHL_SONGBEN_0380,songben,guiben,傷寒雜病論_桂本,傷寒，大吐、大下之，極虛，復極汗者，其人外氣怫鬱，復與之水，以發其汗，因得噦。所以然者，胃中寒冷故也。,"11.105
傷寒，大吐大下之，極虛、復極汗者，以其人外氣怫鬱，復與之水以發其汗，因得噦。所以然者，胃中寒冷故也。",0.962,"[""傷寒雜病論_桂本獨有用字：\n.015""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0362,SHSRC0050,SHL_SONGBEN_0381,songben,guiben,傷寒雜病論_桂本,傷寒，噦而腹滿，視其前後，知何部不利，利之即愈。,"11.106
傷寒，噦而腹滿，視其前後，知何部下利，利之則愈。",0.778,"[""宋本獨有用字：不即"", ""傷寒雜病論_桂本獨有用字：\n.016下則""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0363,SHSRC0050,SHL_SONGBEN_0382,songben,guiben,傷寒雜病論_桂本,問曰：病有霍亂者何？答曰：嘔吐而利，此名霍亂。,"12.1
問曰：病有霍亂者何？答曰：嘔吐而利，此名霍亂。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0364,SHSRC0050,SHL_SONGBEN_0383,songben,guiben,傷寒雜病論_桂本,問曰：病發熱、頭痛、身疼、惡寒、吐利者，此屬何病？答曰：此名霍亂。霍亂自吐下，又利止，復更發熱也。,"12.3
問曰：病有發熱、頭痛、身疼、惡寒、吐利者，此屬何病？答曰：此非霍亂。霍亂自吐下。今惡寒、身疼，復更發熱，故知非霍亂也。",0.722,"[""宋本獨有用字：又名止"", ""傷寒雜病論_桂本獨有用字：\n.123今故有知非""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0365,SHSRC0050,SHL_SONGBEN_0384,songben,guiben,傷寒雜病論_桂本,傷寒，其脈微濇者，本是霍亂，今是傷寒，卻四五日，至陰經上，轉入陰必利；本嘔，下利者，不可治也。欲似大便，而反失氣，仍不利者，此屬陽明也，便必鞕，十三日愈。所以然者，經盡故也。下利後，當便鞕，鞕則能食者愈。今反不能食，到後經中，頗能食，復過一經能食，過之一日當愈；不愈者，不屬陽明也。,"12.16
傷寒，其脈微濇者，本是霍亂，今是傷寒，卻四五日，至陰經上，若轉入陰者，必利；若欲似大便，而反失氣，仍不利者，此屬陽明也，便必鞕，十三日愈。所以然者，經盡故也。",0.675,"[""宋本獨有用字：一下中之到則可嘔後復治當能過頗食"", ""傷寒雜病論_桂本獨有用字：\n.126若""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0366,SHSRC0050,SHL_SONGBEN_0385,songben,guiben,傷寒雜病論_桂本,惡寒脈微而復利，利止，亡血也，四逆加人參湯主之。,"12.18
傷寒，脈微而復利，利自止者，亡血也，四逆加人參湯主之。",0.8,"[""宋本獨有用字：惡"", ""傷寒雜病論_桂本獨有用字：\n.128傷者自""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0367,SHSRC0050,SHL_SONGBEN_0386,songben,guiben,傷寒雜病論_桂本,霍亂，頭痛，發熱，身疼痛，熱多欲飲水者，五苓散主之。寒多不用水者，理中丸主之。,"12.15
霍亂已，頭痛，發熱，身疼痛，熱多，欲飲水者，五苓散主之；寒多，不飲水者，理中丸主之。",0.893,"[""宋本獨有用字：用"", ""傷寒雜病論_桂本獨有用字：\n.125已；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0368,SHSRC0050,SHL_SONGBEN_0387,songben,guiben,傷寒雜病論_桂本,吐利止而身痛不休者，當消息和解其外，宜桂枝湯小和之。,"12.19
吐、利止，而身痛不休者，當消息和解其外，宜桂枝湯。",0.927,"[""宋本獨有用字：之小"", ""傷寒雜病論_桂本獨有用字：\n.129、""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0369,SHSRC0050,SHL_SONGBEN_0388,songben,guiben,傷寒雜病論_桂本,吐利，汗出，發熱，惡寒，四肢拘急，手足厥冷者，四逆湯主之。,"12.20
吐、利，汗出，發熱，惡寒，四肢拘急，手足厥冷者，四逆湯主之。（方見前）",0.933,"[""傷寒雜病論_桂本獨有用字：\n.012、前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0370,SHSRC0050,SHL_SONGBEN_0389,songben,guiben,傷寒雜病論_桂本,既吐且利，小便復利而大汗出，下利清穀，內寒外熱，脈微欲絕者，四逆湯主之。,"12.21
既吐且利，小便復利而大汗出，下利清穀，內寒外熱，脈微欲絕者，四逆湯主之。（方見前）",0.951,"[""傷寒雜病論_桂本獨有用字：\n.12前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0371,SHSRC0050,SHL_SONGBEN_0390,songben,guiben,傷寒雜病論_桂本,吐已下斷，汗出而厥，四肢拘急不解，脈微欲絕者，通脈四逆加豬膽汁湯主之。,"12.22
吐已下斷，汗出而厥，四肢拘急不解，脈微欲絕者，通脈四逆加豬膽汁湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0372,SHSRC0050,SHL_SONGBEN_0391,songben,guiben,傷寒雜病論_桂本,吐利，發汗，脈平，小煩者，以新虛不勝穀氣故也。,"12.23
吐、利後，汗出，脈平，小煩者，以新虛不勝穀氣故也。",0.8,"[""宋本獨有用字：發"", ""傷寒雜病論_桂本獨有用字：\n.123、出後""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0373,SHSRC0050,SHL_SONGBEN_0392,songben,guiben,傷寒雜病論_桂本,傷寒陰陽易之為病，其人身體重，少氣，少腹裏急，或引陰中拘攣，熱上衝胸，頭重不欲舉，眼中生花，膝脛拘急者，燒褌散主之。,"12.38
傷寒，陰陽易之為病，其人身體重，少氣，少腹裏急，或引陰中拘攣，熱上衝胸，頭重不欲舉，眼中生花，膝脛拘急者，燒裩散主之。
燒裩散方
右剪取婦人中裩近隱處，燒灰，以水和服方寸匙，日三服，小便即利，陰頭微腫則愈。婦人病取男子裩襠燒，和服如法。",0.647,"[""宋本獨有用字：褌"", ""傷寒雜病論_桂本獨有用字：\n.1238三以便利則剪匙即取右和如婦子寸小微愈方日服水法灰""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0374,SHSRC0050,SHL_SONGBEN_0393,songben,guiben,傷寒雜病論_桂本,大病差後，勞復者，枳實梔子豉湯主之。,"12.39
大病差後，勞復者，枳實梔子豉湯主之；若有宿食者，加大黃如博棋子大五六枚。",0.636,"[""傷寒雜病論_桂本獨有用字：\n.1239五六加博如宿有枚棋若食黃；""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0375,SHSRC0050,SHL_SONGBEN_0394,songben,guiben,傷寒雜病論_桂本,傷寒差以後，更發熱，小柴胡湯主之。脈浮者，以汗解之；脈沉實者，以下解之。,"12.40
傷寒差已後，更發熱者，小柴胡湯主之；脈浮者，以汗解之；脈沉實者，以下解之。",0.863,"[""傷寒雜病論_桂本獨有用字：\n.0124已""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0376,SHSRC0050,SHL_SONGBEN_0395,songben,guiben,傷寒雜病論_桂本,大病差後，從腰以下有水氣者，牡蠣澤瀉散主之。,"12.41
大病差後，從腰以下有水氣者，牡蠣澤瀉散主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0377,SHSRC0050,SHL_SONGBEN_0396,songben,guiben,傷寒雜病論_桂本,大病差後，喜唾，久不了了，胸上有寒，當以丸藥溫之，宜理中丸。,"12.42
大病差後，喜唾，久不了了，胸上有寒也，當以丸藥溫之，宜理中丸。（方見霍亂）",0.863,"[""傷寒雜病論_桂本獨有用字：\n.124也亂方見霍（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0378,SHSRC0050,SHL_SONGBEN_0397,songben,guiben,傷寒雜病論_桂本,傷寒解後，虛羸少氣，氣逆欲吐，竹葉石膏湯主之。,"12.43
傷寒解後，虛羸少氣，氣逆欲吐者，竹葉石膏湯主之。",0.919,"[""傷寒雜病論_桂本獨有用字：\n.1234者""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0379,SHSRC0050,SHL_SONGBEN_0398,songben,guiben,傷寒雜病論_桂本,病人脈已解，而日暮微煩，以病新差，人強與穀，脾胃氣尚弱，不能消穀，故令微煩，損穀則愈。,"12.44
大病已解，而日暮微煩者，以病新差，人強與穀，脾胃之氣尚弱，不能消穀，故令微煩，損穀則愈。",0.836,"[""宋本獨有用字：脈"", ""傷寒雜病論_桂本獨有用字：\n.124之大者""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0380,SHSRC0034,SHL_SONGBEN_0001,songben,qianjinyi,傷寒論_千金翼方版,太陽之為病，脈浮，頭項強痛而惡寒。,太陽之為病，頭項強痛而惡寒。,0.833,"[""宋本獨有用字：浮脈""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0381,SHSRC0034,SHL_SONGBEN_0002,songben,qianjinyi,傷寒論_千金翼方版,太陽病，發熱，汗出，惡風，脈緩者，名為中風。,太陽病，發熱，汗出而惡風，其脈緩，為中風。,0.667,"[""宋本獨有用字：名者"", ""傷寒論_千金翼方版獨有用字：其而""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0382,SHSRC0034,SHL_SONGBEN_0003,songben,qianjinyi,傷寒論_千金翼方版,太陽病，或已發熱，或未發熱，必惡寒，體痛，嘔逆，脈陰陽俱緊者，名為傷寒。,太陽病，或已發熱，或未發熱，必惡寒，體痛，嘔逆，脈陰陽俱緊，為傷寒。,0.92,"[""宋本獨有用字：名者""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0383,SHSRC0034,SHL_SONGBEN_0004,songben,qianjinyi,傷寒論_千金翼方版,傷寒一日，太陽受之，脈若靜者，為不傳。頗欲吐，若躁煩，脈數急者，為傳也。,傷寒一日，太陽受之，脈若靜者為不傳；頗欲嘔，若躁煩，脈數急者，乃為傳。,0.868,"[""宋本獨有用字：也吐"", ""傷寒論_千金翼方版獨有用字：乃嘔；""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0384,SHSRC0034,SHL_SONGBEN_0007,songben,qianjinyi,傷寒論_千金翼方版,病有發熱惡寒者，發於陽也；無熱惡寒者，發於陰也。發於陽，七日愈；發於陰，六日愈。以陽數七，陰數六故也。,夫病有發熱而惡寒者，發於陽也；不熱而惡寒者，發於陰也。發於陽者七日愈，發於陰者六日愈。以陽數七、陰數六故也。,0.781,"[""宋本獨有用字：無"", ""傷寒論_千金翼方版獨有用字：、不夫而""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0385,SHSRC0034,SHL_SONGBEN_0008,songben,qianjinyi,傷寒論_千金翼方版,太陽病，頭痛至七日以上自愈者，以行其經盡故也。若欲作再經者，針足陽明，使經不傳則愈。,太陽病頭痛，至七日以上自愈者，其經竟故也。若欲作再經者，針足陽明，使經不傳則愈。,0.882,"[""宋本獨有用字：盡行"", ""傷寒論_千金翼方版獨有用字：竟""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0386,SHSRC0034,SHL_SONGBEN_0009,songben,qianjinyi,傷寒論_千金翼方版,太陽病，欲解時，從巳至未上。,太陽病，欲解時，從巳盡未。,0.737,"[""宋本獨有用字：上至"", ""傷寒論_千金翼方版獨有用字：盡""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0387,SHSRC0034,SHL_SONGBEN_0010,songben,qianjinyi,傷寒論_千金翼方版,風家，表解而不了了者，十二日愈。,風家表解而不了了者，十二日愈。,1.0,[],silver,variant_text,,pending,,text_match
VR_QIANJINYI_0388,SHSRC0034,SHL_SONGBEN_0012,songben,qianjinyi,傷寒論_千金翼方版,太陽中風，陽浮而陰弱，陽浮者，熱自發，陰弱者，汗自出。嗇嗇惡寒，淅淅惡風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。,太陽中風，陽浮而陰濡，弱浮者熱自發，濡弱者汗自出，澀澀惡寒，淅淅惡風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。,0.84,"[""宋本獨有用字：嗇"", ""傷寒論_千金翼方版獨有用字：澀濡""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0389,SHSRC0034,SHL_SONGBEN_0013,songben,qianjinyi,傷寒論_千金翼方版,太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。,太陽病，頭痛發熱，汗出惡風，桂枝湯主之。,1.0,[],silver,variant_text,,pending,,text_match
VR_QIANJINYI_0390,SHSRC0034,SHL_SONGBEN_0014,songben,qianjinyi,傷寒論_千金翼方版,太陽病，項背強几几，反汗出惡風者，桂枝加葛根湯主之。,太陽病，項背強几几，而反汗出，惡風，桂枝湯主之。（本論云：桂枝加葛根湯）,0.766,"[""宋本獨有用字：者"", ""傷寒論_千金翼方版獨有用字：云本而論（）：""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0391,SHSRC0034,SHL_SONGBEN_0017,songben,qianjinyi,傷寒論_千金翼方版,若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。,酒客不可與桂枝湯，得之則嘔，酒客不喜甘故也。,0.833,"[""宋本獨有用字：以病若""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0392,SHSRC0034,SHL_SONGBEN_0018,songben,qianjinyi,傷寒論_千金翼方版,喘家作，桂枝湯加厚朴、杏子佳。,喘家，作桂枝湯，加厚朴杏仁佳。,0.818,"[""宋本獨有用字：、子"", ""傷寒論_千金翼方版獨有用字：仁""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0393,SHSRC0034,SHL_SONGBEN_0019,songben,qianjinyi,傷寒論_千金翼方版,凡服桂枝湯吐者，其後必吐膿血也。,服桂枝湯吐者，其後必吐膿血。,0.917,"[""宋本獨有用字：也凡""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0394,SHSRC0034,SHL_SONGBEN_0020,songben,qianjinyi,傷寒論_千金翼方版,太陽病，發汗，遂漏不止，其人惡風，小便難，四肢微急，難以屈伸者，桂枝加附子湯主之。,太陽病，發其汗，遂漏而不止，其人惡風，小便難，四肢微急，難以屈伸，桂枝加附子湯主之。,0.862,"[""宋本獨有用字：者"", ""傷寒論_千金翼方版獨有用字：而""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0395,SHSRC0034,SHL_SONGBEN_0021,songben,qianjinyi,傷寒論_千金翼方版,太陽病，下之後，脈促胸滿者，桂枝去芍藥湯主之。,太陽病下之，其脈促胸滿者，桂枝去芍藥湯主之。若微寒者，桂枝去芍藥加附子湯主之。桂枝去芍藥中加附子一枚即是。,0.627,"[""宋本獨有用字：後"", ""傷寒論_千金翼方版獨有用字：一中其加即子寒微是枚若附""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0396,SHSRC0034,SHL_SONGBEN_0023,songben,qianjinyi,傷寒論_千金翼方版,太陽病，得之八九日，如瘧狀，發熱惡寒，熱多寒少，其人不嘔，清便欲自可，一日二三度發。脈微緩者，為欲愈也；脈微而惡寒者，此陰陽俱虛，不可更發汗、更下、更吐也；面色反有熱色者，未欲解也，以其不能得小汗出，身必癢，宜桂枝麻黃各半湯。,太陽病，得之八九日，如瘧，發熱而惡寒，熱多而寒少，其人不嘔，清便欲自可，一日再三發。其脈微緩者，為欲愈；脈微而惡寒者，此為陰陽俱虛，不可復吐下發汗也，面色反有熱者，為未欲解，以其不能得汗出，身必當癢，桂枝麻黃各半湯主之。,0.689,"[""宋本獨有用字：、二宜小度更狀"", ""傷寒論_千金翼方版獨有用字：主再復當""]",bronze,variant_text,,pending,,text_match
VR_QIANJINYI_0397,SHSRC0034,SHL_SONGBEN_0024,songben,qianjinyi,傷寒論_千金翼方版,太陽病，初服桂枝湯，反煩不解者，先刺風池、風府，卻與桂枝湯則愈。,太陽病，初服桂枝湯，而反煩不解者，當先刺風池風府，乃卻與桂枝湯則愈。,0.816,"[""宋本獨有用字：、"", ""傷寒論_千金翼方版獨有用字：乃當而""]",silver,variant_text,,pending,,text_match
VR_QIANJINYI_0398,SHSRC0034,SHL_SONGBEN_0028,songben,qianjinyi,傷寒論_千金翼方版,服桂枝湯，或下之，仍頭項強痛，翕翕發熱，無汗，心下滿微痛，小便不利者，桂枝去桂加茯苓白朮湯主之。,服桂枝湯下之，頸項強痛，翕翕發熱，無汗，心下滿，微痛，小便不利，桂枝去桂加茯苓白朮湯主之方：茯苓　白朮（各三兩）,0.795,"[""宋本獨有用字：。仍或者頭"", ""傷寒論_千金翼方版獨有用字：　三兩各方頸（）：""]",bronze,variant_text,,pending,,text_match
