clause_id,source_id,book_title,version,canonical_clause_no,chapter,six_channel,text_type,clause_layer,original_text,normalized_text,contains_formula,formula_names,formula_blocks,symptoms,negated_findings,pulse,disease_patterns,therapy_terms,contraindication_terms,mistreatment_terms,transformation_terms,prognosis_terms,herbs,time_course,collation_notes,logic_words,sha256,review_status,reviewer_id,source_resolution
SHL_SONGBEN_0319,SHSRC0033,傷寒論（宋本）,songben,319.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，下利，六七日，欬而嘔渴，心煩不得眠者，豬苓湯主之。,少陰病，下利，六七日，欬而嘔渴，心煩不得眠者，豬苓湯主之。,True,"[""豬苓湯""]",[],"[""下利"", ""咳"", ""嘔"", ""渴"", ""心煩"", ""不得眠""]",[],[],"[""少陰病""]",[],[],[],[],[],[],"[""六七日""]",[],"[""主之""]",f18075fee5cc1656e310f0ca837802b0573218c220a5ba06a8b6e8ca1919b826,pending,,text_match_multi
SHL_SONGBEN_0320,SHSRC0033,傷寒論（宋本）,songben,320.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，得之二三日，口燥，咽乾者，急下之，宜大承氣湯。,少陰病，得之二三日，口燥，咽乾者，急下之，宜大承氣湯。,True,"[""大承氣湯""]",[],"[""口燥"", ""咽乾""]",[],[],"[""少陰病""]","[""下之""]",[],"[""下之""]",[],[],[],"[""二三日""]",[],"[""急"", ""得之"", ""宜""]",3bacfd2516f5ef2a4a38d7a21aa412d6825dbac33187e40cbf65528a3a14000d,pending,,text_match_multi
SHL_SONGBEN_0321,SHSRC0033,傷寒論（宋本）,songben,321.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，自利清水，色純青，心下必痛，口乾燥者，可下之，宜大承氣湯。,少陰病，自利清水，色純青，心下必痛，口乾燥者，可下之，宜大承氣湯。,True,"[""大承氣湯""]",[],"[""自利"", ""口乾""]",[],[],"[""少陰病""]","[""下之""]",[],"[""下之""]",[],[],[],[],[],"[""必"", ""宜""]",cf8a2f6dc8ed61d476a189d7677d41461f24783e31ae185119ac4b7e61167787,pending,,text_match_multi
SHL_SONGBEN_0322,SHSRC0033,傷寒論（宋本）,songben,322.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，六七日，腹脹，不大便者，急下之，宜大承氣湯。,少陰病，六七日，腹脹，不大便者，急下之，宜大承氣湯。,True,"[""大承氣湯""]",[],"[""不大便""]",[],[],"[""少陰病""]","[""下之""]",[],"[""下之""]",[],[],[],"[""六七日""]",[],"[""急"", ""宜""]",cdfbce418265d69ea01e35650677c611cdd79a91b3c549cfcb4d9f9e597d56e4,pending,,text_match_multi
SHL_SONGBEN_0323,SHSRC0033,傷寒論（宋本）,songben,323.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，脈沉者，急溫之，宜四逆湯。,少陰病，脈沉者，急溫之，宜四逆湯。,True,"[""四逆湯""]",[],[],[],"[""沉""]","[""少陰病""]","[""溫之""]",[],[],[],[],[],[],[],"[""急"", ""宜""]",ebf50e281a58ef25907d8a7d49d3ca74e095f1a26b72eb8b15e22daf8159e421,pending,,text_match_multi
SHL_SONGBEN_0324,SHSRC0033,傷寒論（宋本）,songben,324.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，飲食入口則吐，心中溫溫欲吐，復不能吐，始得之，手足寒，脈弦遲者，此胸中實，不可下也，當吐之。若膈上有寒飲，乾嘔者，不可吐也，當溫之，宜四逆湯。,少陰病，飲食入口則吐，心中溫溫欲吐，復不能吐，始得之，手足寒，脈弦遲者，此胸中實，不可下也，當吐之。若膈上有寒飲，乾嘔者，不可吐也，當溫之，宜四逆湯。,True,"[""四逆湯""]",[],"[""溫溫欲吐"", ""乾嘔""]",[],"[""弦"", ""遲弦""]","[""少陰病""]","[""可下"", ""吐之"", ""溫之""]","[""不可下"", ""不可吐""]",[],[],[],[],[],[],"[""不可"", ""若"", ""得之"", ""宜""]",599c350f1ef759a8f75d3779115fde3cc37648d5a5bc8e4e77cd051b16bba1d5,pending,,text_match_multi
SHL_SONGBEN_0325,SHSRC0033,傷寒論（宋本）,songben,325.0,辨少陰病脈證並治,少陰病,original_clause,A,少陰病，下利，脈微濇，嘔而汗出，必數更衣，反少者，當溫其上，灸之。,少陰病，下利，脈微濇，嘔而汗出，必數更衣，反少者，當溫其上，灸之。,False,[],[],"[""下利"", ""嘔"", ""汗出""]",[],"[""微"", ""澀微""]","[""少陰病""]","[""當溫""]",[],"[""灸之""]",[],[],[],[],[],"[""反"", ""必""]",e02c726874d4a2b0a707bfacca4d0a86452fb6eb31c5ce001a5e4403d40f5cfa,pending,,text_match_multi
SHL_SONGBEN_0326,SHSRC0033,傷寒論（宋本）,songben,326.0,辨厥陰病脈證並治,厥陰病,original_clause,A,厥陰之為病，消渴，氣上撞心，心中疼熱，飢而不欲食，食則吐蚘。下之利不止。,厥陰之為病，消渴，氣上撞心，心中疼熱，飢而不欲食，食則吐蚘。下之利不止。,False,[],[],"[""厥"", ""消渴"", ""氣上撞心"", ""心中疼熱"", ""飢而不欲食"", ""吐蚘"", ""利不止""]",[],[],[],"[""下之""]",[],"[""下之""]","[""厥""]",[],[],[],[],[],3c5e10c0a7a641ca4daf5aeed3b9afb8dfb857a0f210b7dd2183b5f1276af4cf,pending,,text_match_multi
SHL_SONGBEN_0327,SHSRC0033,傷寒論（宋本）,songben,327.0,辨厥陰病脈證並治,厥陰病,original_clause,A,厥陰中風，脈微浮為欲愈，不浮為未愈。,厥陰中風，脈微浮為欲愈，不浮為未愈。,False,[],[],[],[],"[""微"", ""浮微""]","[""厥陰中風""]",[],[],[],"[""厥""]","[""欲愈""]",[],[],[],[],52ecfc7815f8fd7382b96226b71351e3ed7e6b030ff475f5e7d16c8c56394629,pending,,text_match_multi
SHL_SONGBEN_0328,SHSRC0033,傷寒論（宋本）,songben,328.0,辨厥陰病脈證並治,厥陰病,original_clause,A,厥陰病，欲解時，從丑至卯上。,厥陰病，欲解時，從丑至卯上。,False,[],[],[],[],[],"[""厥陰病""]",[],[],[],"[""厥""]","[""解"", ""欲解時""]",[],[],[],[],9ca6e57f8f05f7feee0744e4444fcfcce754d7f0082baaead38b4379d8800231,pending,,text_match_multi
SHL_SONGBEN_0329,SHSRC0033,傷寒論（宋本）,songben,329.0,辨厥陰病脈證並治,厥陰病,original_clause,A,厥陰病，渴欲飲水者，少少與之愈。,厥陰病，渴欲飲水者，少少與之愈。,False,[],[],"[""渴欲飲水""]",[],[],"[""厥陰病""]",[],[],[],"[""厥""]","[""愈""]",[],[],[],[],ec7644940f65e25a72723e6051f7d591f5d7754ec5fc882096229c842a050411,pending,,text_match_multi
SHL_SONGBEN_0330,SHSRC0033,傷寒論（宋本）,songben,330.0,辨厥陰病脈證並治,厥陰病,original_clause,A,諸四逆厥者，不可下之，虛家亦然。,諸四逆厥者，不可下之，虛家亦然。,False,[],[],"[""四逆"", ""厥""]",[],[],[],"[""可下""]","[""不可下""]","[""下之""]","[""厥""]",[],[],[],[],"[""不可""]",0db17769ec012b94a75b99221c329ff5d95af39023f9efe4b71c91bb80683665,pending,,text_match_multi
SHL_SONGBEN_0331,SHSRC0033,傷寒論（宋本）,songben,331.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，先厥，後發熱而利者，必自止。見厥復利。,傷寒，先厥，後發熱而利者，必自止。見厥復利。,False,[],[],"[""厥"", ""發熱""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]",[],[],[],[],"[""必""]",43c5e4a3156a24f4e2a76509bd822b048bb57a192c1fccb55ef53f0d308dfdd4,pending,,text_match_multi
SHL_SONGBEN_0332,SHSRC0033,傷寒論（宋本）,songben,332.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，始發熱六日，厥反九日而利。凡厥利者，當不能食；今反能食者，恐為除中。食以索餅，不發熱者，知胃氣尚在，必愈。恐暴熱來出而復去也。後三日脈之，其熱續在者，期之旦日夜半愈。所以然者，本發熱六日，厥反九日，復發熱三日，并前六日，亦為九日，與厥相應，故期之旦日夜半愈。後三日脈之而脈數，其熱不罷者，此為熱氣有餘，必發癰膿也。,傷寒，始發熱六日，厥反九日而利。凡厥利者，當不能食；今反能食者，恐為除中。食以索餅，不發熱者，知胃氣尚在，必愈。恐暴熱來出而復去也。後三日脈之，其熱續在者，期之旦日夜半愈。所以然者，本發熱六日，厥反九日，復發熱三日，并前六日，亦為九日，與厥相應，故期之旦日夜半愈。後三日脈之而脈數，其熱不罷者，此為熱氣有餘，必發癰膿也。,False,[],[],"[""發熱"", ""厥"", ""不能食"", ""反能食"", ""不發熱""]",[],"[""數""]","[""傷寒"", ""除中""]",[],[],[],"[""除中"", ""厥""]","[""必愈""]",[],"[""六日"", ""九日"", ""三日""]",[],"[""反"", ""必""]",4cc3fc69d3fe04065d8f04d780c6503f0c70ec6e660397aa29130e56b781c17c,pending,,text_match_multi
SHL_SONGBEN_0333,SHSRC0033,傷寒論（宋本）,songben,333.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒脈遲，六七日，而反與黃芩湯徹其熱，脈遲為寒，今與黃芩湯復除其熱，腹中應冷，當不能食，今反能食，此名除中，必死。,傷寒脈遲，六七日，而反與黃芩湯徹其熱，脈遲為寒，今與黃芩湯復除其熱，腹中應冷，當不能食，今反能食，此名除中，必死。,True,"[""黃芩湯""]",[],"[""不能食"", ""反能食""]",[],"[""遲""]","[""傷寒"", ""除中""]",[],[],[],"[""除中""]","[""必死""]",[],"[""六七日""]",[],"[""反"", ""必""]",3ea5667417fe03552143835fc76793c1d768c83ba5c5e78976a1525efa316149,pending,,text_match_multi
SHL_SONGBEN_0334,SHSRC0033,傷寒論（宋本）,songben,334.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，先厥後發熱，下利必自止。而反汗出，咽中痛者，其喉為痹。發熱無汗，而利必自止；若不止，必便膿血。便膿血者，其喉不痹。,傷寒，先厥後發熱，下利必自止。而反汗出，咽中痛者，其喉為痹。發熱無汗，而利必自止；若不止，必便膿血。便膿血者，其喉不痹。,False,[],[],"[""厥"", ""發熱"", ""下利"", ""反汗出"", ""咽中痛"", ""無汗"", ""便膿血""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]",[],[],[],[],"[""若"", ""反"", ""必""]",14a6f265941162a45729a94a63662e0cf870afac2ffc7be61de436f47c52bce7,pending,,text_match_multi
SHL_SONGBEN_0335,SHSRC0033,傷寒論（宋本）,songben,335.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，一二日至四五日厥者，必發熱，前熱者，後必厥。厥深者，熱亦深；厥微者，熱亦微。厥應下之，而反發汗者，必口傷爛赤。,傷寒，一二日至四五日厥者，必發熱，前熱者，後必厥。厥深者，熱亦深；厥微者，熱亦微。厥應下之，而反發汗者，必口傷爛赤。,False,[],[],"[""厥"", ""發熱""]",[],[],"[""傷寒""]","[""發汗"", ""下之""]",[],"[""下之"", ""反發汗""]","[""厥""]",[],[],"[""一二日"", ""四五日""]",[],"[""反"", ""必""]",b71f08a49f08049278ebfe56158eff4d067d52da8c74d6bbeaf963fb171bac9b,pending,,text_match_multi
SHL_SONGBEN_0336,SHSRC0033,傷寒論（宋本）,songben,336.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒病，厥五日，熱亦五日。設六日，當復厥，不厥者自愈。厥終不過五日，以熱五日，故知自愈。,傷寒病，厥五日，熱亦五日。設六日，當復厥，不厥者自愈。厥終不過五日，以熱五日，故知自愈。,False,[],[],"[""厥""]","[""不厥""]",[],"[""傷寒""]",[],[],[],"[""厥""]","[""自愈""]",[],"[""五日"", ""六日""]",[],[],3f5e7b031f391e447b6d671d8e5cae917602cd10fffeb195764e881eb28d4b06,pending,,text_match_multi
SHL_SONGBEN_0337,SHSRC0033,傷寒論（宋本）,songben,337.0,辨厥陰病脈證並治,厥陰病,original_clause,A,凡厥者，陰陽氣不相順接，便為厥。厥者，手足逆冷者是也。,凡厥者，陰陽氣不相順接，便為厥。厥者，手足逆冷者是也。,False,[],[],"[""厥"", ""手足逆冷""]",[],[],[],[],[],[],"[""厥""]",[],[],[],[],[],4a064174662d9766027b3ac777026b212fbee3d25b57806b62d9ec5b6235a308,pending,,text_match_multi
SHL_SONGBEN_0338,SHSRC0033,傷寒論（宋本）,songben,338.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，脈微而厥，至七八日，膚冷，其人躁無暫安時者，此為藏厥，非蚘厥也。蚘厥者，其人當吐蚘，令病者靜而復時煩者，此為藏寒。蚘上入其膈故煩，須臾復止，得食而嘔，又煩者，蚘聞食臭出，其人常自吐蚘。蚘厥者，烏梅丸主之。又主久利。,傷寒，脈微而厥，至七八日，膚冷，其人躁無暫安時者，此為藏厥，非蚘厥也。蚘厥者，其人當吐蚘，令病者靜而復時煩者，此為藏寒。蚘上入其膈故煩，須臾復止，得食而嘔，又煩者，蚘聞食臭出，其人常自吐蚘。蚘厥者，烏梅丸主之。又主久利。,True,"[""烏梅丸""]","[{""formula_name"": ""烏梅丸"", ""composition"": [{""herb"": ""烏梅"", ""dose_processing"": ""三百枚""}, {""herb"": ""細辛"", ""dose_processing"": ""六兩""}, {""herb"": ""乾薑"", ""dose_processing"": ""十兩""}, {""herb"": ""黃連"", ""dose_processing"": ""十六兩""}, {""herb"": ""附子"", ""dose_processing"": ""六兩，炮，去皮""}, {""herb"": ""當歸"", ""dose_processing"": ""四兩""}, {""herb"": ""黃檗"", ""dose_processing"": ""六兩""}, {""herb"": ""桂枝"", ""dose_processing"": ""六兩，去皮""}, {""herb"": ""人參"", ""dose_processing"": ""六兩""}, {""herb"": ""蜀椒"", ""dose_processing"": ""四兩，出汗""}], ""preparation"": ""右十味，異搗篩，合治之，以苦酒漬烏梅一宿，去核，蒸之五斗米下，飯熟搗成泥，和藥令相得，內臼中，與蜜，杵二千下，丸如梧桐子大。先食"", ""administration"": ""飲服十丸，日三服，稍加至二十九。禁生冷、滑物、臭食等。"", ""post_notes"": [], ""raw_text"": ""**烏梅丸方**\n\n烏梅<l>三百枚</l>　細辛<l>六兩</l>　乾薑<l>十兩</l>　黃連<l>十六兩</l>　附子<l>六兩，炮，去皮</l>　當歸<l>四兩</l>　黃檗<l>六兩</l>　桂枝<l>六兩，去皮</l>　人參<l>六兩</l>　蜀椒<l>四兩，出汗</l>\n\n右十味，異搗篩，合治之，以苦酒漬烏梅一宿，去核，蒸之五斗米下，飯熟搗成泥，和藥令相得，內臼中，與蜜，杵二千下，丸如梧桐子大。先食飲服十丸，日三服，稍加至二十九。禁生冷、滑物、臭食等。""}]","[""厥"", ""吐蚘"", ""嘔""]",[],"[""微""]","[""傷寒"", ""藏厥"", ""蚘厥""]","[""當吐""]",[],[],"[""厥""]",[],"[""乾薑"", ""人參"", ""桂枝"", ""烏梅"", ""當歸"", ""細辛"", ""蜀椒"", ""附子"", ""黃檗"", ""黃連""]","[""七八日"", ""久""]",[],"[""主之""]",f7b038bf7c537a9e9b6a21f90b4bcfe2e8d69af69193ef13ec101ef9153714dc,pending,,text_match_multi
SHL_SONGBEN_0339,SHSRC0033,傷寒論（宋本）,songben,339.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，熱少微厥，指頭寒，嘿嘿不欲食，煩躁。數日，小便利，色白者，此熱除也，欲得食，其病為愈。若厥而嘔，胸脇煩滿者，其後必便血。,傷寒，熱少微厥，指頭寒，嘿嘿不欲食，煩躁。數日，小便利，色白者，此熱除也，欲得食，其病為愈。若厥而嘔，胸脇煩滿者，其後必便血。,False,[],[],"[""厥"", ""煩躁"", ""小便利"", ""嘔"", ""煩滿""]",[],[],"[""傷寒""]",[],[],[],"[""煩躁"", ""厥""]","[""愈""]",[],"[""數日""]",[],"[""若"", ""必""]",b7f63c72cccb145afa7e61bcbc4d2716d5bbf48e780026b6e0d62a8aa03c262a,pending,,text_match_multi
SHL_SONGBEN_0340,SHSRC0033,傷寒論（宋本）,songben,340.0,辨厥陰病脈證並治,厥陰病,original_clause,A,病者手足厥冷，言我不結胸，小腹滿，按之痛者，此冷結在膀胱關元也。,病者手足厥冷，言我不結胸，小腹滿，按之痛者，此冷結在膀胱關元也。,False,[],[],"[""手足厥冷"", ""腹滿""]",[],[],[],[],[],[],"[""結胸"", ""厥""]",[],[],[],[],[],b679d454905bd7da2c6fb31865ddc18c2dde5bb3dd0ce62780d7e9dfd10bc5ba,pending,,text_match_multi
SHL_SONGBEN_0341,SHSRC0033,傷寒論（宋本）,songben,341.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒發熱四日，厥反三日，復熱四日，厥少熱多者，其病當愈。四日至七日，熱不除者，必便膿血。,傷寒發熱四日，厥反三日，復熱四日，厥少熱多者，其病當愈。四日至七日，熱不除者，必便膿血。,False,[],[],"[""發熱"", ""厥"", ""便膿血""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]","[""愈""]",[],"[""四日"", ""三日"", ""七日""]",[],"[""反"", ""必""]",ec8029060784ea48224798038d034a2b70e8c26e4c7570bf4b88929846e1b030,pending,,text_match_multi
SHL_SONGBEN_0342,SHSRC0033,傷寒論（宋本）,songben,342.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，厥四日，熱反三日，復厥五日，其病為進。寒多熱少，陽氣退，故為進也。,傷寒，厥四日，熱反三日，復厥五日，其病為進。寒多熱少，陽氣退，故為進也。,False,[],[],"[""厥""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]",[],[],"[""四日"", ""三日"", ""五日""]",[],"[""反""]",69e6e2b1a30d9c111d91d33ec3dc9e08b05ed9a891cc6d6cfddbe8f4cfd19052,pending,,text_match_multi
SHL_SONGBEN_0343,SHSRC0033,傷寒論（宋本）,songben,343.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒六七日，脈微，手足厥冷，煩躁，灸厥陰，厥不還者，死。,傷寒六七日，脈微，手足厥冷，煩躁，灸厥陰，厥不還者，死。,False,[],[],"[""手足厥冷"", ""煩躁"", ""厥""]",[],"[""微""]","[""傷寒""]",[],[],[],"[""煩躁"", ""厥""]","[""死""]",[],"[""六七日""]",[],[],478aea3be982cece014e65abe532b6ee7614dfe7562cdae95e79d3e29847e5d4,pending,,text_match_multi
SHL_SONGBEN_0344,SHSRC0033,傷寒論（宋本）,songben,344.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒發熱，下利，厥逆，躁不得臥者，死。,傷寒發熱，下利，厥逆，躁不得臥者，死。,False,[],[],"[""發熱"", ""下利"", ""厥逆"", ""不得臥""]",[],[],"[""傷寒""]",[],[],[],"[""厥逆"", ""厥""]","[""死""]",[],[],[],[],66bd7e97125a3317551f82aa67ce4a2a2794a37f4614e84d4610c09a77bdc5cf,pending,,text_match_multi
SHL_SONGBEN_0345,SHSRC0033,傷寒論（宋本）,songben,345.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒發熱，下利至甚，厥不止者，死。,傷寒發熱，下利至甚，厥不止者，死。,False,[],[],"[""發熱"", ""下利"", ""厥""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]","[""死""]",[],[],[],[],26f323cc30cb2f0c79b170cd4c8ac646aba325da54b0b354fd4815c606278c22,pending,,text_match_multi
SHL_SONGBEN_0346,SHSRC0033,傷寒論（宋本）,songben,346.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒六七日，不利，便發熱而利，其人汗出不止者，死。有陰無陽故也。,傷寒六七日，不利，便發熱而利，其人汗出不止者，死。有陰無陽故也。,False,[],[],"[""發熱"", ""汗出不止""]",[],[],"[""傷寒""]",[],[],[],[],"[""死""]",[],"[""六七日""]",[],[],4c9a5698806b8cf5b19be0eba6dc17c63f05f3f8424e2ff56edfc3bd6f056e28,pending,,text_match_multi
SHL_SONGBEN_0347,SHSRC0033,傷寒論（宋本）,songben,347.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒五六日，不結胸，腹濡，脈虛復厥者，不可下，此亡血，下之死。,傷寒五六日，不結胸，腹濡，脈虛復厥者，不可下，此亡血，下之死。,False,[],[],"[""厥""]",[],"[""虛""]","[""傷寒""]","[""下之""]","[""不可下""]","[""下之""]","[""結胸"", ""厥""]","[""死""]",[],"[""五六日""]",[],"[""不可""]",e8a2772de1f43d51fd80599fd4560856043e29e8e968b004b6fd896378c50220,pending,,text_match_multi
SHL_SONGBEN_0348,SHSRC0033,傷寒論（宋本）,songben,348.0,辨厥陰病脈證並治,厥陰病,original_clause,A,發熱而厥，七日下利者，為難治。,發熱而厥，七日下利者，為難治。,False,[],[],"[""發熱"", ""厥"", ""下利""]",[],[],[],[],[],[],"[""厥""]","[""難治""]",[],"[""七日""]",[],[],1fafcf93551f3ff8398fb6fab896dcf4e57195cf70d76b3ed96e9158a6e75a83,pending,,text_match_multi
SHL_SONGBEN_0349,SHSRC0033,傷寒論（宋本）,songben,349.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒脈促，手足厥逆，可灸之。,傷寒脈促，手足厥逆，可灸之。,False,[],[],"[""手足厥逆""]",[],"[""促""]","[""傷寒""]",[],[],"[""灸之""]","[""厥逆"", ""厥""]",[],[],[],[],[],917059c41a8f8afc2acb98359872de5179427e5569369b19631a401ed3fe14d1,pending,,text_match_multi
SHL_SONGBEN_0350,SHSRC0033,傷寒論（宋本）,songben,350.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，脈滑而厥者，裏有熱，白虎湯主之。,傷寒，脈滑而厥者，裏有熱，白虎湯主之。,True,"[""白虎湯""]",[],"[""厥""]",[],"[""滑""]","[""傷寒""]",[],[],[],"[""厥""]",[],[],[],[],"[""主之""]",4380676a3bb5681d9ed5a5f6d21061f81dc471d8df400cc30c372bb0f66a6b33,pending,,text_match_multi
SHL_SONGBEN_0351,SHSRC0033,傷寒論（宋本）,songben,351.0,辨厥陰病脈證並治,厥陰病,original_clause,A,手足厥寒，脈細欲絕者，當歸四逆湯主之。,手足厥寒，脈細欲絕者，當歸四逆湯主之。,True,"[""當歸四逆湯""]",[],"[""手足厥寒""]",[],"[""細欲絕""]",[],[],[],[],"[""厥""]",[],[],[],[],"[""主之""]",893f5d28e611fe626af34f570ad43923636412c1a1acfb215a4c18a81581a2e9,pending,,text_match_multi
SHL_SONGBEN_0352,SHSRC0033,傷寒論（宋本）,songben,352.0,辨厥陰病脈證並治,厥陰病,original_clause,A,若其人內有久寒者，宜當歸四逆加吳茱萸生薑湯。,若其人內有久寒者，宜當歸四逆加吳茱萸生薑湯。,True,"[""當歸四逆湯"", ""當歸四逆加吳茱萸生薑湯""]","[{""formula_name"": ""當歸四逆湯"", ""composition"": [{""herb"": ""當歸"", ""dose_processing"": ""三兩""}, {""herb"": ""桂枝"", ""dose_processing"": ""三兩，去皮""}, {""herb"": ""芍藥"", ""dose_processing"": ""三兩""}, {""herb"": ""細辛"", ""dose_processing"": ""三兩""}, {""herb"": ""甘草"", ""dose_processing"": ""二兩，炙""}, {""herb"": ""通草"", ""dose_processing"": ""二兩""}, {""herb"": ""大棗"", ""dose_processing"": ""二十五枚，擘，一法十二枚""}], ""preparation"": ""右七味，以水八升。煮取三升，去滓，"", ""administration"": ""溫服一升，日三服。"", ""post_notes"": [], ""raw_text"": ""**當歸四逆湯方**\n\n當歸<l>三兩</l>　桂枝<l>三兩，去皮</l>　芍藥<l>三兩</l>　細辛<l>三兩</l>　甘草<l>二兩，炙</l>　通草<l>二兩</l>　大棗<l>二十五枚，擘，一法十二枚</l>\n\n右七味，以水八升。煮取三升，去滓，溫服一升，日三服。""}, {""formula_name"": ""當歸四逆加吳茱萸生薑湯"", ""composition"": [{""herb"": ""當歸"", ""dose_processing"": ""三兩""}, {""herb"": ""芍藥"", ""dose_processing"": ""三兩""}, {""herb"": ""甘草"", ""dose_processing"": ""二兩，炙""}, {""herb"": ""通草"", ""dose_processing"": ""二兩""}, {""herb"": ""大棗"", ""dose_processing"": ""二十五枚，擘""}, {""herb"": ""桂枝"", ""dose_processing"": ""三兩，去皮""}, {""herb"": ""細辛"", ""dose_processing"": ""三兩""}, {""herb"": ""生薑"", ""dose_processing"": ""半斤，切""}, {""herb"": ""吳茱萸"", ""dose_processing"": ""二升""}], ""preparation"": ""右九味，以水六升、清酒六升和，煮取五升，去滓，溫分五服。一方，水、酒各四升。"", ""administration"": """", ""post_notes"": [], ""raw_text"": ""**當歸四逆加吳茱萸生薑湯方**\n\n當歸<l>三兩</l>　芍藥<l>三兩</l>　甘草<l>二兩，炙</l>　通草<l>二兩</l>　大棗<l>二十五枚，擘</l>　桂枝<l>三兩，去皮</l>　細辛<l>三兩</l>　生薑<l>半斤，切</l>　吳茱萸<l>二升</l>\n\n右九味，以水六升、清酒六升和，煮取五升，去滓，溫分五服。一方，水、酒各四升。""}]",[],[],[],[],[],[],[],[],[],"[""吳茱萸"", ""大棗"", ""桂枝"", ""甘草"", ""生薑"", ""當歸"", ""細辛"", ""芍藥"", ""通草""]","[""久""]",[],"[""若"", ""宜""]",9ff2735bbd167844092d05302f6bdb9db5f6cfaaf9fac9eb879eca6c2be434ce,pending,,text_match_multi
SHL_SONGBEN_0353,SHSRC0033,傷寒論（宋本）,songben,353.0,辨厥陰病脈證並治,厥陰病,original_clause,A,大汗出，熱不去，內拘急，四肢疼，又下利厥逆而惡寒者，四逆湯主之。,大汗出，熱不去，內拘急，四肢疼，又下利厥逆而惡寒者，四逆湯主之。,True,"[""四逆湯""]",[],"[""大汗出"", ""四肢疼"", ""下利"", ""厥逆"", ""惡寒""]",[],[],[],[],[],[],"[""厥逆"", ""厥""]",[],[],[],[],"[""急"", ""主之""]",a0ef5b3da86b42700a5dd4fee927ca6b3ea450f9162813c3eb3ad60548d593b5,pending,,text_match_multi
SHL_SONGBEN_0354,SHSRC0033,傷寒論（宋本）,songben,354.0,辨厥陰病脈證並治,厥陰病,original_clause,A,大汗，若大下利而厥冷者，四逆湯主之。,大汗，若大下利而厥冷者，四逆湯主之。,True,"[""四逆湯""]",[],"[""下利"", ""厥冷""]",[],[],[],[],[],[],"[""厥""]",[],[],[],[],"[""若"", ""主之""]",f8e73ed62396086f28da5e7dc3d5f22761fcfa0d8cc1e7f615a25574efc49ab0,pending,,text_match_multi
SHL_SONGBEN_0355,SHSRC0033,傷寒論（宋本）,songben,355.0,辨厥陰病脈證並治,厥陰病,original_clause,A,病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。,病人手足厥冷，脈乍緊者，邪結在胸中，心下滿而煩，飢不能食者，病在胸中，當須吐之，宜瓜蒂散。,True,"[""瓜蒂散""]",[],"[""手足厥冷"", ""不能食""]",[],"[""緊""]",[],"[""吐之""]",[],[],"[""飢不能食"", ""厥""]",[],[],[],[],"[""宜""]",db0a5dc9d93696ae1c69923ee9b47285288111a0a7cd9d42e28732d47fb25156,pending,,text_match_multi
SHL_SONGBEN_0356,SHSRC0033,傷寒論（宋本）,songben,356.0,辨厥陰病脈證並治,厥陰病,original_clause,A,傷寒，厥而心下悸，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。,傷寒，厥而心下悸，宜先治水，當服茯苓甘草湯，卻治其厥。不爾，水漬入胃，必作利也。,True,"[""茯苓甘草湯""]",[],"[""厥"", ""心下悸""]",[],[],"[""傷寒""]",[],[],[],"[""厥""]",[],[],[],[],"[""必"", ""宜""]",79d87a32b4da1c6081a0305c1ac7851104bb7292cd74478834765be9b65be660,pending,,text_match_multi
